Ax,Ay,Az,Gx,Gy,Gz,Posture
-2.275117244581975,0.6546299217351221,9.18954433349793,0.6842250616328776,-0.45841342190918594,-0.062073590136384194,LEFT
-1.8604793538999311,0.803154585441958,8.767648746390593,-0.2625849035890739,-0.28569008287707076,-0.46204141887355243,LEFT
0.5243576739775907,1.7413764900152526,8.07447801595711,-0.08193355824738509,-0.7381648465773007,0.7434904790236002,BENT
1.7278086377374087,0.5332767769129598,8.539602569031079,0.18784900917283598,-0.3003193449594025,-0.1458468748966384,RIGHT
2.389596317257502,0.16967067309504996,9.452091277558814,0.18655945736470933,-0.19323647528227775,-0.5793851209625412,RIGHT
0.9939523544309431,1.9367969057430685,9.58915652077622,0.5968198621411587,0.10931915802693123,0.4408805194743053,BENT
2.3729297709127155,-0.05097497179526578,9.225785695422054,0.012750334040674187,0.23659662473001164,0.32959529921449215,RIGHT
-2.230319385479894,0.8171366678656746,9.137447315827384,-0.881520077681367,0.1620419846973975,-0.19254114020815827,LEFT
-0.008707360494699582,-0.055060182049278567,9.331079961624047,-0.3978154960685066,0.46529220038555097,0.33888370483667074,STRAIGHT
-2.103582945052287,0.312956781504512,8.396738684181006,0.5498234878924102,-0.08886606063532757,-0.20519165434315023,LEFT
2.47500269775359,1.0179549405726092,9.183154030800006,-0.8421436891829407,0.16342261198500693,-0.04055947707934365,RIGHT
-1.819302197245793,0.9614109699397908,8.98566958435602,0.7823218279070031,-1.3098725520448722,0.4109512521876119,LEFT
0.947713190291099,1.3876774833892986,8.170091368169166,0.48058688320917753,0.897140421504293,0.29034477086501304,BENT
-0.10688329073470104,-0.2990107741628672,9.563222501390625,0.3718556418856134,-0.10608071085581326,-0.21343439701986142,STRAIGHT
1.6172236982582289,1.8586521534843785,7.894838991326332,-0.15808294840488618,-0.7412121234294566,-0.11442375811950808,BENT
2.0485387746740202,0.7905934971598667,8.71917876244906,-0.1638310732988841,-0.19605407656607882,-0.7317574740660593,RIGHT
1.3253050133834954,0.19427816438957896,9.050804895748719,-0.6247218613999633,0.9725578072433929,-0.07666822875807018,RIGHT
1.6811745306134038,1.4335756366595738,8.307469415047377,-1.0111574665978675,-0.4715284042336312,0.7019793693296468,BENT
-0.1692034032911412,-0.1644978737560125,10.126018106911783,0.502493440351316,-0.22088301161300644,-0.04208254259058871,STRAIGHT
1.9038195176094388,0.5904642027000837,8.986115292117903,-0.584339018809766,0.5714114072575103,0.37596651634338707,RIGHT
-1.6360834429170663,0.31427919189351206,9.142463932155753,-0.010940437169382507,0.6090252188782552,-0.194729012151741,LEFT
1.7532837588983368,0.7769487825025858,9.682641981471384,0.4367947078176896,0.004572172870068682,-0.18276964841627136,RIGHT
-2.3601489964294067,0.4190198692772928,8.942615108147724,0.30850188785756505,0.6244703495699555,0.032824579055612396,LEFT
-2.3916266461681186,0.4033815451382973,9.325406886947867,-0.6154321582169776,0.11372996730206471,0.653571377141214,LEFT
